zcta,Percent Over 65,Percent Non White,Household Size,Household 65+,Income,Covid Infection Rate,Covid Death Rate,Overcrowding,Eviction Rates,Population,Unemployment Rate 2019,Percent Commuting,Percent Worked From Home,Occupation: Management,Occupation: Service,Occupation: Sales,Occupation: Construction,Occupation: Transportation,Health Insurance Coverage,Percent Below Poverty,County,Unemployment 2020 (Projected)
10001,12.4,0.35,1.72,19.5,122776.0,1952.21,114.59,0.02219384385045577,0.006872033208206717,24117,3.6,50.1,6.3,66.3,9.1,18.9,1.4,4.3,0.969,10.6,New York,8.584615384615386
10002,17.0,0.687,2.42,32.3,40045.0,1790.1,209.76,0.04611168098474163,0.001690203140302657,74479,3.4,53.1,5.9,44.0,25.8,20.1,2.8,7.3,0.945,25.3,New York,8.107692307692309
10003,10.0,0.236,1.63,16.3,183787.0,1094.76,65.05,0.020760294218739258,0.0018805662988326296,53977,3.1,52.5,7.5,71.8,8.6,17.3,0.6,1.7,0.963,2.9,New York,7.392307692307694
10004,3.2,0.298,1.81,4.6,205202.0,1232.67,27.39,0.032974661575841724,0.00412408104715797,3335,2.9,51.0,12.2,78.6,2.0,18.8,0.0,0.6,0.957,0.4,New York,6.915384615384617
10005,0.9,0.299,1.67,1.3,241094.0,1310.13,23.82,0.08325861406430128,0.00253617783082202,8701,2.8,62.4,4.3,78.0,2.4,17.2,1.7,0.7,0.974,0.9,New York,6.676923076923078
10006,0.8,0.307,1.68,1.2,245764.0,1388.18,0.0,0.03759398496240601,0.003596127247579529,3092,4.3,58.2,6.0,75.7,3.4,15.4,2.9,2.6,0.976,1.6,New York,10.253846153846155
10007,2.7,0.244,2.1,4.6,250000.0,969.73,36.36,0.045058772311710925,0.0020174232003668047,7408,1.4,58.1,4.5,65.7,5.9,26.9,1.3,0.2,0.998,0.5,New York,3.338461538461539
10009,12.7,0.379,1.99,20.9,71135.0,1504.73,119.15,0.0229845209824756,0.0018656831674605085,58293,2.5,62.1,5.8,60.9,13.4,20.7,1.6,3.4,0.953,18.0,New York,5.961538461538463
10010,12.6,0.262,1.68,19.5,229709.0,1127.52,58.69,0.02675338372297416,0.0015204011519962574,35906,2.6,50.5,6.2,70.3,7.7,18.3,2.4,1.3,0.964,5.6,New York,6.200000000000001
10011,12.4,0.197,1.61,17.2,249545.0,1331.3,86.87,0.02427029443699304,0.0023064759662826504,49949,2.8,54.2,7.2,73.4,7.1,17.3,0.6,1.7,0.975,4.0,New York,6.676923076923078
10012,11.9,0.244,1.71,17.4,151028.0,1009.12,37.53,0.040660334690185436,0.0024691358024691358,23318,2.8,51.4,9.0,67.8,8.7,20.5,1.0,1.9,0.953,5.2,New York,6.676923076923078
10013,12.2,0.444,2.13,22.3,163951.0,1188.38,75.78,0.04790447875707298,0.0023906922382192,28799,2.2,46.5,10.6,61.5,10.9,21.1,1.2,5.3,0.959,8.5,New York,5.246153846153847
10014,12.0,0.121,1.59,16.1,224625.0,1298.19,93.42,0.012301705088882292,0.0021926334588792816,30344,4.0,52.3,10.6,74.0,5.7,18.9,0.6,0.8,0.968,1.7,New York,9.53846153846154
10016,11.4,0.252,1.63,16.2,206816.0,1686.84,93.29,0.02203624540911554,0.0019391600036761329,52886,2.3,40.0,4.9,74.1,4.8,18.6,1.5,1.0,0.964,3.4,New York,5.484615384615386
10017,14.9,0.246,1.52,19.3,218875.0,1072.72,49.61,0.037535271343264,0.003470633104500381,15846,2.2,38.6,8.8,74.4,3.2,19.6,1.3,1.6,0.953,2.1,New York,5.246153846153847
10018,6.6,0.43,1.65,9.5,185688.0,2203.23,62.95,0.04423787658192407,0.008072916666666667,8806,2.8,47.0,5.4,68.5,11.9,16.9,1.8,0.9,0.937,4.8,New York,6.676923076923078
10019,13.7,0.307,1.63,19.2,176972.0,1818.79,103.37,0.03223388305847077,0.0031373210088125945,45498,3.9,44.1,7.8,70.5,7.8,19.2,0.9,1.6,0.961,5.3,New York,9.3
10021,20.4,0.12,1.71,27.2,240453.0,1548.37,147.14,0.02153772429583089,0.0018584220307484368,44280,1.2,49.5,8.0,71.4,3.6,22.1,1.3,1.6,0.958,1.8,New York,2.861538461538462
10022,23.3,0.136,1.62,30.6,250000.0,1384.55,105.49,0.014263542975389848,0.0040555295585712045,31130,1.6,35.3,10.2,76.5,5.6,16.2,0.6,1.1,0.989,1.0,New York,3.815384615384616
10023,17.6,0.185,1.72,25.4,228389.0,1149.73,87.93,0.01974244262918621,0.001450447686257008,62541,2.6,54.0,10.3,73.1,4.9,19.5,0.5,2.0,0.975,3.9,New York,6.200000000000001
10024,16.8,0.17,1.88,24.5,246034.0,1552.21,130.8,0.02095721698848578,0.001462898066572779,58102,1.9,66.4,10.6,76.7,7.0,14.0,1.1,1.2,0.968,3.4,New York,4.5307692307692315
10025,15.9,0.35100000000000003,1.98,25.8,133439.0,1750.18,193.86,0.02633618442374625,0.0019571570283385613,92251,3.5,65.2,10.3,68.0,12.1,14.7,1.8,3.5,0.96,9.5,New York,8.346153846153847
10026,9.3,0.78,2.29,18.9,66157.0,2042.65,125.58,0.022966947413121948,0.0031868249385092503,38585,4.1,75.0,6.3,52.3,18.6,19.4,2.3,7.4,0.95,19.6,New York,9.776923076923078
10027,9.5,0.6890000000000001,2.26,20.9,58680.0,1942.45,177.59,0.029185317815577438,0.0026347289372145428,64988,3.4,62.4,9.1,54.5,20.0,18.0,3.2,4.3,0.944,20.7,New York,8.107692307692309
10028,16.6,0.123,1.79,23.4,237537.0,1169.77,69.17,0.025546374614970908,0.0015173628002872564,46768,2.1,62.1,7.0,74.8,6.5,17.5,0.0,1.2,0.977,1.3,New York,5.0076923076923086
10029,12.6,0.674,2.45,25.6,39845.0,2659.77,268.89,0.03747777997234841,0.0030253506877565713,76713,5.2,69.1,4.9,42.9,25.6,20.9,3.3,7.2,0.935,28.6,New York,12.400000000000002
10030,9.3,0.89,2.29,19.5,53586.0,2012.15,197.8,0.04349464166108506,0.0051810871501511676,31060,6.5,73.6,4.7,36.1,29.4,20.5,5.7,8.3,0.926,22.8,New York,15.500000000000004
10031,10.8,0.752,2.72,24.3,54699.0,2623.98,219.63,0.047107254665121896,0.003387428155314556,59586,4.7,77.8,7.1,39.2,28.4,19.0,5.1,8.2,0.888,19.8,New York,11.20769230769231
10032,12.5,0.7170000000000001,2.79,29.3,58919.0,2951.58,286.21,0.0564169670633549,0.003155414285631575,63214,5.1,68.4,5.5,32.0,32.5,16.9,6.0,12.5,0.8690000000000001,17.4,New York,12.161538461538463
10033,11.9,0.575,2.8,27.3,66075.0,2687.03,206.04,0.05500520680355665,0.0032372915716385392,58349,5.6,67.8,5.4,41.7,27.8,16.4,4.5,9.7,0.92,14.2,New York,13.353846153846156
10034,10.6,0.626,2.58,22.9,56284.0,2110.34,167.16,0.07064211244275552,0.003915672884177625,42399,3.5,68.3,6.1,39.5,28.5,18.4,4.5,9.2,0.918,15.0,New York,8.346153846153847
10035,11.3,0.7490000000000001,2.44,23.8,36645.0,3334.63,400.85,0.042312511186683374,0.004159122085048011,36048,4.6,73.9,4.3,35.5,27.3,22.7,4.2,10.4,0.898,29.5,New York,10.969230769230771
10036,10.1,0.363,1.59,14.6,112342.0,2094.52,152.61,0.024477954730893595,0.00487998413013291,28487,3.0,48.8,5.5,66.9,10.2,17.5,1.6,3.7,0.956,7.0,New York,7.153846153846155
10037,17.3,0.916,1.91,28.6,51536.0,2910.46,314.78,0.03314887444259389,0.007053554109576964,20462,6.4,69.4,5.7,47.5,20.3,20.9,3.5,7.7,0.932,23.6,New York,15.261538461538464
10038,14.2,0.467,1.98,24.8,93156.0,1474.06,127.0,0.05102152899824253,0.0015594541910331386,23311,3.3,51.9,5.6,66.6,11.6,17.2,1.6,3.0,0.96,16.1,New York,7.869230769230771
10039,11.2,0.893,2.41,23.6,44253.0,2381.18,249.46,0.033271806521842015,0.0053933833750347505,27854,9.2,78.3,3.2,35.6,27.4,20.8,5.3,10.9,0.922,23.0,New York,21.938461538461542
10040,13.2,0.613,2.61,25.5,56530.0,2994.98,267.81,0.06167400881057269,0.003034005802016575,44800,6.5,71.2,6.0,38.8,28.0,18.6,3.9,10.7,0.928,17.8,New York,15.500000000000004
10044,15.0,0.49,2.17,19.8,121453.0,2256.35,307.68,0.06272931707894426,0.0012851968687930832,12440,4.0,82.0,4.2,71.0,6.9,16.9,1.0,4.3,0.925,2.9,New York,9.53846153846154
10065,19.6,0.139,1.72,27.0,246005.0,1348.86,96.35,0.025326505497995314,0.0022833532673697944,29530,1.7,44.3,7.1,73.2,5.0,20.3,0.6,1.0,0.976,2.8,New York,4.0538461538461545
10069,8.3,0.279,1.93,13.7,200150.0,1167.54,31.56,0.0356628242074928,0.0009240009240009241,6051,2.3,55.2,7.1,72.2,0.5,26.9,0.0,0.5,0.981,5.3,New York,5.484615384615386
10075,18.7,0.121,1.74,24.4,177237.0,1988.65,190.4,0.0344481045167774,0.0017995570321151714,22252,0.3,53.7,8.9,68.3,7.9,19.6,0.7,3.4,0.977,1.1,New York,0.7153846153846155
11101,9.1,0.575,2.38,18.0,82636.0,2212.81,110.78,0.041031652989449004,0.0032903865213082264,31366,4.9,75.4,3.7,55.1,17.2,18.2,2.6,6.8,0.961,13.7,Queens,15.362162162162162
11102,10.3,0.443,2.4,18.7,75440.0,2319.74,248.22,0.03536321226257914,0.002155927453041205,29747,3.0,72.5,3.8,52.7,20.4,16.3,4.1,6.5,0.922,14.3,Queens,9.405405405405405
11103,10.1,0.321,2.29,18.3,81250.0,1954.32,150.33,0.03348879615667847,0.0019205784330339488,35995,4.2,73.8,2.9,50.7,19.6,18.1,5.2,6.4,0.903,8.6,Queens,13.167567567567568
11104,11.6,0.458,2.3,21.9,76895.0,2332.93,169.52,0.05018111567254287,0.002507412113511225,25114,3.5,71.6,5.6,50.6,17.2,16.7,5.8,9.7,0.907,6.9,Queens,10.972972972972972
11105,13.6,0.245,2.27,23.7,90013.0,1646.47,122.58,0.03408657149400718,0.0018706014703189177,36983,2.4,63.9,5.2,51.8,14.6,21.9,5.2,6.4,0.934,6.2,Queens,7.524324324324324
11106,12.2,0.455,2.26,22.7,78526.0,2102.71,142.25,0.045886797368592455,0.0021669939730480127,37690,3.7,71.6,3.7,51.0,19.2,17.8,4.8,7.3,0.934,9.3,Queens,11.6
11109,3.6,0.333,1.78,5.3,199823.0,1281.89,39.44,0.047489577669023016,0.00218313373253493,5980,2.8,86.8,2.8,71.5,4.2,21.4,1.4,1.5,0.973,0.8,Queens,8.778378378378378
10128,13.9,0.196,1.85,20.6,192940.0,1222.46,66.83,0.0217122577558019,0.0014636899093570346,58636,2.4,64.6,7.2,73.1,5.3,18.4,1.5,1.8,0.973,3.5,New York,5.723076923076924
11691,12.3,0.69,2.93,25.8,61360.0,4464.24,580.61,0.06469531122365628,0.006183934608636111,68543,5.2,38.3,2.4,32.1,32.2,17.7,6.6,11.4,0.913,17.6,Queens,16.302702702702703
11692,10.0,0.836,2.84,18.2,50516.0,3573.52,462.22,0.0484152732717744,0.009283546777760634,22074,6.5,46.0,1.7,30.4,29.0,19.8,8.3,12.5,0.951,21.5,Queens,20.37837837837838
11693,11.6,0.446,2.48,23.5,66250.0,2859.16,234.22,0.032748376399060385,0.0056315366049879325,12944,3.0,40.4,3.0,32.3,30.9,15.5,12.6,8.7,0.938,12.4,Queens,9.405405405405405
11694,18.0,0.175,2.31,29.1,111046.0,3949.74,442.13,0.018884674360422887,0.005739238927011853,21202,3.1,23.8,3.2,49.9,17.7,19.8,6.3,6.3,0.953,7.2,Queens,9.718918918918918
11697,24.1,0.018000000000000002,2.35,42.9,123438.0,3477.83,141.38,0.01911667765326302,0.0,3674,3.2,11.9,5.7,45.7,13.8,20.5,11.7,8.4,1.0,2.7,Queens,10.032432432432433
11201,11.4,0.329,1.96,17.9,176004.0,1397.19,155.97,0.03530493542040886,0.0018907887679874913,63378,4.2,69.6,7.1,75.5,7.3,14.2,0.9,2.1,0.962,7.6,Brooklyn,10.164
11203,14.8,0.965,2.81,31.5,68184.0,3159.73,332.46,0.041966107710052346,0.008271318775161645,76085,3.5,59.8,3.0,31.4,30.7,19.7,8.5,9.6,0.932,11.7,Brooklyn,8.469999999999999
11204,12.7,0.336,3.07,29.2,58848.0,3087.4,185.32,0.11317625378438854,0.0015984560535077634,76395,3.9,51.0,3.2,32.1,24.1,22.8,8.9,12.0,0.922,16.8,Brooklyn,9.437999999999999
11205,7.2,0.5429999999999999,2.57,16.1,60319.0,1990.31,115.87,0.06362657590386553,0.00269370615045834,46843,5.2,58.4,6.8,50.4,18.0,19.6,3.5,8.5,0.955,21.5,Brooklyn,12.584
11206,8.7,0.5770000000000001,2.9,21.7,38430.0,2236.35,180.12,0.054293227252806525,0.0019440022962711689,88422,5.3,67.1,4.8,38.9,24.4,24.0,3.6,9.1,0.929,31.9,Brooklyn,12.825999999999999
11207,9.2,0.8859999999999999,2.94,21.6,51643.0,2758.06,244.51,0.050018888011264126,0.007462728035518808,91083,5.1,68.5,3.2,25.9,32.3,22.5,7.9,11.4,0.933,23.4,Brooklyn,12.341999999999999
11208,7.8,0.843,3.21,20.0,50726.0,2939.09,260.44,0.11827602939137667,0.006408152197182697,101313,3.2,64.6,2.1,22.0,31.6,20.4,8.9,17.1,0.946,23.6,Brooklyn,7.744
11209,14.6,0.229,2.21,26.0,101737.0,2034.85,174.42,0.040229885057471264,0.0030539676058255073,67782,3.2,57.5,5.4,53.0,14.4,21.0,5.0,6.6,0.94,8.1,Brooklyn,7.744
11210,10.8,0.667,3.0,25.5,80453.0,3080.97,223.58,0.07188910380399742,0.007161719223616206,64665,3.9,55.2,3.3,40.9,25.0,19.4,5.3,9.4,0.938,9.1,Brooklyn,9.437999999999999
11211,8.0,0.239,2.67,16.8,63639.0,2524.23,138.56,0.053636326789791536,0.0008899810189888869,103123,3.4,63.3,6.7,59.4,13.7,20.1,2.6,4.1,0.945,21.8,Brooklyn,8.228
11212,9.9,0.955,2.73,22.9,41115.0,2728.99,296.52,0.032025335749487696,0.008147423932687466,75605,8.3,68.5,2.2,21.9,40.4,21.1,5.9,10.7,0.921,25.5,Brooklyn,20.086000000000002
11213,10.6,0.804,2.72,24.0,51262.0,2606.09,232.83,0.052670812744931,0.005747346886587393,67056,5.2,65.6,5.1,36.5,27.5,23.4,5.9,6.7,0.921,18.6,Brooklyn,12.584
11214,15.6,0.424,2.72,31.2,64478.0,1982.14,200.36,0.08395029085140138,0.0020442541042112773,92644,3.3,58.5,3.5,31.5,24.6,20.4,11.4,12.0,0.892,12.8,Brooklyn,7.986
11215,8.8,0.236,2.23,15.6,170511.0,1043.87,65.78,0.026322786492953998,0.0009580102308262387,69873,2.7,68.5,9.0,76.0,7.7,11.6,1.7,2.9,0.972,3.7,Brooklyn,6.534
11216,9.9,0.873,2.31,19.3,79242.0,1625.92,136.84,0.02723673792557403,0.004582683307332293,57786,4.1,71.7,6.2,54.6,17.3,17.5,4.0,6.6,0.932,12.9,Brooklyn,9.921999999999999
11217,9.3,0.406,2.13,14.5,145365.0,1484.94,181.14,0.03420184909807978,0.0020241424996319747,41813,3.9,72.6,7.5,71.6,10.3,13.1,1.9,3.2,0.963,7.3,Brooklyn,9.437999999999999
11218,9.7,0.426,2.95,21.9,80422.0,2613.23,183.36,0.07810407262264993,0.001876737720111214,72413,4.1,59.9,4.7,50.9,16.9,17.3,5.5,9.4,0.932,13.5,Brooklyn,9.921999999999999
11219,9.9,0.318,3.49,25.1,41839.0,3716.42,260.61,0.1548817523135417,0.00107508541243481,89371,3.0,40.2,3.8,30.4,24.0,27.3,8.0,10.3,0.932,29.7,Brooklyn,7.26
11220,9.0,0.6940000000000001,3.42,23.8,47150.0,2073.13,170.65,0.1389423076923077,0.001467383408397501,93170,3.7,59.6,1.7,21.9,35.2,18.8,10.0,14.1,0.85,22.8,Brooklyn,8.954
11221,8.8,0.825,2.73,20.1,61331.0,1976.19,181.21,0.03468177107529572,0.004508203589803751,83322,4.9,68.4,4.5,40.5,23.1,21.3,6.0,9.2,0.899,18.6,Brooklyn,11.858
11222,9.8,0.165,2.16,17.4,105557.0,1570.88,93.54,0.027377476374368152,0.001367327934745453,36872,2.7,66.0,5.2,62.0,12.8,15.2,5.8,4.3,0.928,6.8,Brooklyn,6.534
11223,14.7,0.339,2.77,31.3,65254.0,2932.82,178.85,0.07021944941320186,0.002207551492179853,81388,4.1,54.9,6.1,35.5,21.0,24.5,7.6,11.4,0.932,16.4,Brooklyn,9.921999999999999
11224,22.5,0.407,2.34,39.9,43584.0,3203.16,490.03,0.03473885234472097,0.003701980249211521,45795,4.5,55.1,4.0,33.0,24.0,23.8,7.5,11.7,0.943,21.4,Brooklyn,10.89
11225,11.5,0.835,2.52,24.3,65968.0,2320.16,242.59,0.03270933297289992,0.004695956701687361,56859,4.5,73.7,5.0,46.9,22.9,19.3,3.2,7.6,0.926,13.2,Brooklyn,10.89
11226,9.7,0.901,2.78,21.8,65178.0,2664.01,308.9,0.07121090156393745,0.00528760526618511,99558,3.8,72.3,4.6,36.0,30.2,17.9,6.5,9.4,0.895,11.1,Brooklyn,9.196
11228,16.0,0.319,2.67,31.6,84054.0,1838.74,192.24,0.058646204439572476,0.0016426654985489788,44348,2.9,46.9,3.8,41.2,19.2,22.0,7.7,9.8,0.941,9.8,Brooklyn,7.018
11229,16.1,0.287,2.61,31.8,81481.0,2455.57,182.55,0.05823037405001486,0.002652278058200927,83119,3.3,50.9,4.5,40.4,21.9,21.4,6.3,9.9,0.937,11.2,Brooklyn,7.986
11230,14.1,0.28600000000000003,2.79,30.2,66240.0,3351.06,256.82,0.08811013276332046,0.002461093014838943,86139,3.0,49.7,3.6,42.3,20.8,21.6,4.8,10.6,0.931,15.1,Brooklyn,7.26
11231,9.7,0.311,2.19,17.2,141500.0,1346.14,94.61,0.04316218170745632,0.0015698807170990848,37874,5.3,61.2,9.0,70.5,9.3,14.7,1.5,4.0,0.955,12.4,Brooklyn,12.825999999999999
11232,6.3,0.5720000000000001,3.11,16.7,58913.0,2338.08,148.56,0.08500782881002088,0.002266951863836633,26430,3.9,67.2,3.8,38.6,25.2,18.9,7.0,10.4,0.875,19.6,Brooklyn,9.437999999999999
11233,9.1,0.946,2.57,20.5,48545.0,2062.5,192.67,0.03463483042403218,0.007032248476742458,79439,3.2,71.5,3.5,36.2,28.9,19.5,5.6,9.9,0.922,24.5,Brooklyn,7.744
11234,13.6,0.522,2.81,29.6,95976.0,2711.3,204.61,0.05108656929105807,0.005412832083762689,93534,3.5,43.5,3.0,43.7,20.3,21.2,6.4,8.5,0.948,6.1,Brooklyn,8.469999999999999
11235,20.6,0.219,2.3,36.1,71542.0,3068.89,382.2,0.07203869704589516,0.003537546229297315,78775,3.1,48.2,4.7,41.7,23.4,17.3,7.3,10.2,0.917,13.4,Brooklyn,7.502
11236,10.8,0.925,2.91,24.8,82853.0,3168.92,312.86,0.0499284496108835,0.00614942154971204,100844,3.3,54.8,2.3,34.3,27.5,19.5,7.9,10.8,0.931,10.1,Brooklyn,7.986
11237,6.1,0.638,3.16,16.1,43640.0,2305.91,226.84,0.06987248425257336,0.002011440065371802,48876,3.8,69.3,4.0,34.6,26.7,16.6,9.6,12.4,0.852,26.7,Brooklyn,9.196
11238,10.3,0.621,2.12,17.8,118291.0,1756.89,192.54,0.02122308921688446,0.002818000932986796,55210,3.8,71.0,6.9,68.7,11.0,15.4,1.5,3.4,0.95,8.4,Brooklyn,9.196
11239,25.6,0.687,2.11,43.9,34528.0,4696.55,716.97,0.014573737068640038,0.005177155800032357,12772,2.7,59.8,1.9,34.2,33.1,17.6,4.2,10.9,0.957,19.2,Brooklyn,6.534
